path,split,group_id,class_dir,m1_label,m2_label,m1_class,m2_class
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (747).JPG,train,G002572,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (748).JPG,train,G002573,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (749).JPG,train,G002574,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (750).JPG,train,G002576,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (751).JPG,train,G002577,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (752).JPG,train,G002578,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (753).JPG,train,G002579,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (754).JPG,train,G002579,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (755).JPG,train,G002580,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (756).JPG,train,G002581,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (757).JPG,train,G002580,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (758).JPG,train,G002582,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (759).JPG,train,G002583,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (76).JPG,train,G002584,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (760).JPG,train,G002585,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (761).JPG,train,G002586,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (762).JPG,train,G002585,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (763).JPG,train,G002587,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (764).JPG,train,G002588,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (765).JPG,train,G002589,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (766).JPG,train,G002590,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (768).JPG,train,G002592,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (769).JPG,train,G002592,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (77).JPG,train,G002593,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (770).JPG,train,G002594,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (771).JPG,train,G002595,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (773).JPG,train,G002597,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (774).JPG,train,G002598,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (775).JPG,train,G002599,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (776).JPG,train,G002600,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (777).JPG,train,G002601,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (778).JPG,train,G002602,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (779).JPG,train,G002602,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (780).JPG,train,G002602,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (781).JPG,train,G002604,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (782).JPG,train,G002605,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (783).JPG,train,G002605,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (784).JPG,train,G002606,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (785).JPG,train,G002607,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (786).JPG,train,G002608,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (787).JPG,train,G002608,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (788).JPG,train,G002607,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (789).JPG,train,G002607,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (791).JPG,train,G002611,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (792).JPG,train,G002612,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (793).JPG,train,G002613,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (794).JPG,train,G002614,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (795).JPG,train,G002615,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (796).JPG,train,G002616,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (798).JPG,train,G002618,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (799).JPG,train,G002619,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (8).JPG,train,G002620,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (80).JPG,train,G002621,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (800).JPG,train,G002622,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (801).JPG,train,G002622,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (804).JPG,train,G002624,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (805).JPG,train,G002625,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (806).JPG,train,G002625,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (809).JPG,train,G002628,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (81).JPG,train,G002629,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (811).JPG,train,G002631,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (812).JPG,train,G002632,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (813).JPG,train,G002633,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (815).JPG,train,G002635,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (816).JPG,train,G002635,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (817).JPG,train,G002636,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (818).JPG,train,G002637,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (82).JPG,train,G002639,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (820).JPG,train,G002636,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (821).JPG,train,G002640,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (822).JPG,train,G002641,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (824).JPG,train,G002643,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (825).JPG,train,G002644,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (826).JPG,train,G002644,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (827).JPG,train,G002643,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (830).JPG,train,G002646,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (831).JPG,train,G002647,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (832).JPG,train,G002648,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (833).JPG,train,G002649,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (834).JPG,train,G002650,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (835).JPG,train,G002648,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (836).JPG,train,G002647,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (839).JPG,train,G002653,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (84).JPG,train,G002654,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (842).JPG,train,G002655,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (843).JPG,train,G002656,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (844).JPG,train,G002657,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (845).JPG,train,G002656,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (846).JPG,train,G002658,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (847).JPG,train,G002659,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (849).JPG,train,G002661,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (85).JPG,train,G002662,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (850).JPG,train,G002663,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (852).JPG,train,G002665,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (853).JPG,train,G002666,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (855).JPG,train,G002667,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (856).JPG,train,G002668,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (857).JPG,train,G002667,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (858).JPG,train,G002667,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (859).JPG,train,G002669,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (860).JPG,train,G002671,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (861).JPG,train,G002672,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (862).JPG,train,G002673,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (863).JPG,train,G002674,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (864).JPG,train,G002675,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (865).JPG,train,G002676,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (866).JPG,train,G002677,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (867).JPG,train,G002678,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (868).JPG,train,G002677,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (869).JPG,train,G002677,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (87).JPG,train,G002679,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (870).JPG,train,G002680,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (872).JPG,train,G002682,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Apple___Cedar_apple_rust/image (873).JPG,train,G002683,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust,Apple,Apple___Cedar_apple_rust
